one_menu_meal_id,one_menu_course_id,one_menu_id,title,main_theme,sub_theme,release_date,release_status,created_id,created_at,updated_id,updated_at,admin_note,shoppinglist_remarks,precooking_remarks,cooking_remarks,one_day_schedule_algorithm,pre_cooking_schedule_algorithm,cooking_schedule_algorithm
5717,1,5717,しし唐の豚肉巻き献立,しし唐の豚肉巻きを焼いてからタレで煮含めます。のど越しの良いまろやか豆腐スープが美味しいです,,2016-08-26,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
5718,1,5718,肉コロうどんと小松菜とツナの和え物献立,生姜で炒り煮した豚肉が載っている冷たいうどんです。シャキシャキの小松菜とツナの和え物が美味しい,,2016-08-28,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
5719,1,5719,stillたれで焼肉とチョレギサラダ献立,タレに漬け込んだ牛肉が美味しい。ご飯にもビールにも合います,,2016-08-29,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
5721,1,5721,鮭のから揚げサラダ献立,鮭をフライパンで揚げ焼きして作るサラダです。もずくスープは胡麻油で香り付けしています,,2016-08-30,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
5723,1,5723,鶏手羽中のグリルとラタトゥイユ献立,タレで絡めた鶏手羽中のグリルは大人にも子供にも人気です。ラタトゥイユはお鍋1つで出来ます,,2016-08-31,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
5725,1,5725,さんまの挟み焼き献立,さんまに香味野菜を挟んでフライパンで焼きます。じゃがいものバター焼きもご一緒に,,2016-09-01,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
6270,1,6270,stillたれで焼肉献立,今夜は焼き肉で、家族揃って野球観戦!,,,2,1,2014-04-10 00:00:00,,2016-12-06 00:00:00,,,,,,,
6281,1,6281,さしみで手巻寿司献立,夕食は、みんなで作ってワイガヤで愉しめる手巻寿司パーティ,,,2,1,2014-04-10 00:00:00,,2016-12-06 00:00:00,,,,,,,
7067,1,7067,鰯の梅煮とひじきのツナマヨサラダ献立,鰯を梅干しで煮ることでさっぱりと柔らかくなります。ひじきのツナマヨサラダは色々な食感が楽しめます,,2016-09-02,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7068,1,7068,きのこのパスタ献立,きのこが入ったオイル系パスタには、グレープフルーツを使ったサラダが好相性です,,2016-09-03,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7069,1,7069,きゅうりと豚しゃぶのサラダ献立,豚しゃぶサラダの甘辛タレが食欲をそそります。シャキシャキ歯ざわりのレンコンのバター炒めもご一緒に,,2016-09-04,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7071,1,7071,カジキマグロのカレー風味献立,カレー風味のタレが絡んだカジキマグロが美味しいです。ヨーグルトソースのサラダを添えて,,2016-09-05,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7072,1,7072,牛肉と舞茸のスタミナ炒め献立,下味をつけた牛肉のスタミナ炒めです。酢の物も一緒に食べれば疲れ知らず,,2016-09-06,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7073,1,7073,パンプキングラタン献立,パンプキングラタンのホワイトソースは電子レンジを使えば簡単にできます。まぐろとアボカドのサラダもご一緒に,,2016-09-07,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7074,1,7074,サーモンのハーブグリル献立,ローズマリーとオリーブオイルの香り豊かなハーブグリルです。さつまいもの自然の甘みが美味しいサラダを添えて,,2016-09-08,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7075,1,7075,さつまいもと豚肉の煮物献立,さつまいもと豚肉を炒め煮するこってりした煮物です。ポン酢でいただく長芋サラダと好相性です,,2016-09-09,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7076,1,7076,そぼろご飯とひじきの煮物献立,そぼろご飯は見た目も鮮やかです。今日の献立はそのままお弁当にもなります,,2016-09-10,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7077,1,7077,さんまの香味ソース献立,フライパンで焼いたさんまに香味ソースをかけます。シャキシャキとした歯ざわりのサラダと共に,,2016-09-11,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7078,1,7078,豆腐バーグきのこあんかけ献立,豆腐バーグにとろみのついたきのこあんが美味しい。大根とツナの煮物は電子レンジでお手軽です,,2016-09-12,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7079,1,7079,鶏ささみのチーズロール献立,鶏ささみもチーズを巻いて揚げたら食べ応え充分。ヨーグルトサラダもご一緒に,,2016-09-13,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7082,1,7082,鯖のきのこおろし献立,焼いた鯖としめじに大根おろしとポン酢がピッタリです。日本酒が美味しい献立です,,2016-09-14,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7083,1,7083,豚とキャベツのしゃぶしゃぶ献立,stillタレで作る里芋とイカの煮物に、デザートは白玉団子もご一緒に,,2016-09-15,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7084,1,7084,エビ蒸し餃子とわかめスープ献立,エビと豚ミンチで作る美味しい蒸し餃子がご家庭で作れます。わかめスープを添えて,,2016-09-16,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7085,1,7085,鶏照りアボカド丼献立,鶏照りアボカド丼の鶏肉をグリルで焼く間に、煮物とお味噌汁を作ります,,2016-09-17,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7086,1,7086,ヘルシーメンチカツ献立,キャベツの入ったメンチカツは野菜も摂れてヘルシーです。グリーンサラダと共に,,2016-09-18,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7091,1,7091,鮭の混ぜ寿司献立,鮭の混ぜ寿司は焼き鮭をほぐして混ぜるだけです。きのこのすまし汁がよくあいます,,2016-09-19,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7092,1,7092,蒸し焼売と中華風春雨サラダ献立,蒸し焼売はホタテの旨味が美味しいです。サッパリした中華風のサラダもご一緒に,,2016-09-20,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7093,1,7093,鶏と野菜の甘酢からめ献立,下揚げした鶏肉と根菜を甘酢で炒め絡め合わせます。爽やかな梅ときゅうりの即席漬けと共に,,2016-09-21,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7094,1,7094,里芋ご飯と梅と大葉の冷奴献立,里芋ご飯は里芋とstillだしたれを入れて炊くだけで美味しく出来ます。冷奴は梅干しと大葉でさっぱりいただけます,,2016-09-22,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7095,1,7095,回鍋肉と中華風クラゲの酢の物献立,味噌ダレの回鍋肉はしっかり味でご飯が進みます。ベーコンのコクがきいたスープを添えて,,2016-09-23,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7096,1,7096,鰯のごま煮とナスのあっさり漬け献立,胡麻をたっぷり使った珍しい鰯の煮物です。旬のナスで作るあっさり漬けもご一緒に,,2016-09-24,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7097,1,7097,四川風串焼き献立,串に刺さったお肉は食べる時ワクワクします。野菜がたっぷり入ったスープは食べ応え充分,,2016-09-25,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7098,1,7098,天津飯と小松菜と厚揚げの煮物献立,みんなが大好き天津飯です。小松菜と厚揚げの煮物はstillたれで簡単に味がきまります,,2016-09-26,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7099,1,7099,甘辛鶏のから揚げ献立,甘辛鶏のから揚げはお弁当にもお薦めです。椎茸のツナコーン焼きは具材を載せて焼くだけです,,2016-09-27,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7100,1,7100,太刀魚の山椒ソース献立,太刀魚をグリルで焼き、香り豊かな山椒ソースをかけます。ホクホクしたかぼちゃ煮もご一緒に,,2016-09-28,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
7101,1,7101,豚肉の黒こしょう焼き献立,黒こしょうのきいたタレで下味を付けた豚肉はご飯もビールも進みます。ピクルスでしっかり野菜も摂れます,,2016-09-29,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8441,1,8441,かつおのマリネ献立,かつおと野菜をマリネ液に一緒に漬け込みます。コチュジャンのきいたピリ辛煮もご一緒に,,2016-09-30,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8442,1,8442,ポテトグラタンとほうれん草とベーコンのサラダ献立,ホワイトソースも具材もそれぞれ電子レンジで下準備をします。チーズを載せて焼くだけです,,2016-10-01,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8443,1,8443,エビ蒸し餃子献立,エビと豚ミンチで作る蒸し餃子です。干し椎茸が旨味を引き立てます,,2016-10-27,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8444,1,8444,さんまの塩焼き献立,さんまを焼いている間に、レンコンと豚ばらの炒め煮とお味噌汁を作ります,,2016-10-03,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8445,1,8445,チキンのトマト煮献立,鶏肉を焼いてからトマトソースで煮込みます。色鮮やかなサラダもご一緒に,,2016-10-04,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8446,1,8446,豚とキャベツのしゃぶしゃぶ献立,豚肉のしゃぶしゃぶは人気レシピです。彩りが綺麗な小松菜の卵とじを添えて,,2016-10-05,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8827,1,8827,鮭の照り焼き献立,鮭をタレに漬け込んでいる間に、ふろふき大根と酢の物を準備します,,2016-10-06,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8828,1,8828,明太子パスタ献立,明太子パスタは昆布茶が隠し味。シャキシャキ歯ざわりのコールスローサラダとご一緒に,,2016-10-07,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8829,1,8829,和風ローストビーフ献立,和風ローストビーフはじっくり火を通します。わさびや柚子こしょうを添えると大人の味わいです,,2016-10-08,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8830,1,8830,チキンカレー献立,チキンカレーは、すりおろしたりんごを入れるだけで一味違います。歯ざわりの良い大豆とごぼうのサラダとご一緒に,,2016-10-09,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8831,1,8831,鶏のから揚げ献立,下味を付けた鶏のから揚げは人気レシピです。コーンスープは電子レンジでお手軽に出来ます,,2016-10-10,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8832,1,8832,牛もやし丼献立,肉だれを揉み込んだ牛肉ともやしを炒めて丼にします。副菜で野菜もしっかり摂れます,,2016-10-11,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8834,1,8834,さけとしめじのホイル焼き献立,バターの風味をきかせたホイル焼きです。きのこはしめじ以外を使っても美味しいです,,2016-10-12,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8835,1,8835,チキンと白菜のクリーム煮献立,鶏肉と白菜の優しい味のクリーム煮です。お好みで味噌少々加えると味に深みが出ます,,2016-10-13,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8839,1,8839,オムそばと小松菜とツナの和え物献立,いつもの焼きそばも卵で包むと目先が変わります。小松菜をさっと茹でて作る和え物もご一緒に,,2016-10-14,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8840,1,8840,柔らかスペアリブの蒸し焼き献立,スペアリブを圧力鍋で蒸してからグリル焼くので香ばしくて柔らかに仕上がります。スープも一緒に出来ます,,2016-10-15,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8841,1,8841,鶏と栗の炒め煮献立,いつもの煮物に栗を入れると秋らしいレシピになります。温かなにゅう麺を添えて,,2016-10-16,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8842,1,8842,ブリのカレー風味照り焼き献立,カレー風味が食欲をそそるブリの照り焼きです。さっぱりした大根とホタテのサラダもご一緒に,,2016-10-17,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8844,1,8844,白菜とひき肉の中華炒め献立,白菜とひき肉のピリ辛な炒め物です。最後にとろみをつけるのでで熱々を食卓に出せます,,2016-10-18,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8845,1,8845,鶏の照り焼き献立,鶏肉をstillたれに漬け込んでグリルで焼きます。その間に炒め物とサラダを作ります,,2016-10-19,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8846,1,8846,エビのマヨネーズソース献立,エビのマヨネーズソースはグリルしたエビをソースで和えるだけです。チョレギサラダは胡麻油と韓国のりが美味しいです,,2016-10-20,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8847,1,8847,豚の生姜焼き献立,豚の生姜焼きやほうれん草の胡麻和えは定番の和食のおかずです。stillたれを使えば簡単に出来ます,,2016-10-21,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8848,1,8848,鰯とトマトの重ね焼き献立,鰯と野菜を重ねて焼き上げます。椎茸のアヒージョのオイルにパンを浸して食べても美味しいです,,2016-10-22,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8849,1,8849,ハンバーググラタン献立,ハンバーグにチーズ入りのホワイトソースをかけて焼きます。ホワイトソースは電子レンジで作ります,,2016-10-23,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8850,1,8850,海の幸リゾット献立,リゾットはシーフードミックスを使うのでお手軽に出来ます。セロリとりんごのサラダはシャキシャキの食感が魅力です,,2016-10-24,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8851,1,8851,チキンバー＆ポテト献立,鶏手羽中にしっかり下味をつけて揚げます。ブロッコリーには手作りタルタル風ソースをかけます。,,2016-10-25,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8852,1,8852,甘塩鮭のソテー黒酢ソース添え献立,塩鮭をソテーして黒酢入りのソースで絡めます。焼きナスは電子レンジでお手軽に出来ます,,2016-10-26,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
8853,1,8853,エビとカリフラワーのマヨネーズ炒め献立,下茹でしたエビとカリフラワーを炒めてマヨネーズソースで合わせます。歯ざわりの良い和え物を添えて,,2016-10-02,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10574,1,10574,きのこ鍋献立,たっぷりのきのこを使ったヘルシーなお鍋です。副菜で野菜もしっかり摂れます,,2016-10-28,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10575,1,10575,stillたれで焼肉献立,すりおろした玉ねぎが入ったタレに漬け込む焼肉は格別です。サッパリしたサラダを添えて,,2016-10-29,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10577,1,10577,鶏手羽中のグリル献立,鶏手羽中のグリルはstillたれで味が決まる人気レシピ。こしょうを少々振るのが味の決め手です,,2016-10-30,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10620,1,10620,かぼちゃのピザ献立,ピザ生地に春巻きの皮を使った時短技が詰まったレシピです。かぼちゃを型抜きしたら楽しいですよ,,2016-10-31,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10621,1,10621,野菜たっぷり塩焼きそば献立,ご家庭ならではの、野菜が沢山入った体に優しい焼きそばです。温かい煮物とスープもご一緒に,,2016-11-01,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10622,1,10622,鯖のカレー風味煮献立,鯖はタレを絡めて電子レンジで加熱するだけのお手軽さ。カレー味には相性の良い甘辛酢和えを添えます,,2016-11-02,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10623,1,10623,トンカツ献立,揚げたての熱々トンカツはご家庭ならでは美味しさです。お手軽なスープを付けます,,2016-11-03,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10624,1,10624,豆腐チゲ献立,いりこや食材からのお出汁が美味しい豆腐チゲです。最後のシメまで楽しめます,,2016-11-04,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10625,1,10625,ハンバーグのトマトソース煮献立,トマトソースで煮込んだハンバーグは皆大好き。ベーコンの旨味が染みこんだ大根のスープを添えて,,2016-11-05,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10626,1,10626,白身魚の地中海風献立,白身魚の地中海風はグリルで焼くだけ。サラダはバジルソースを入れるだけでひと味違います,,2016-11-06,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10630,1,10630,豚肉ともやしの中華炒め献立,シャキシャキのもやし炒めの上に、香味ダレで味付けした豚肉を載せます。ご飯が進みますよ,,2016-11-07,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10631,1,10631,ボンゴレ・ロッソ献立,ボンゴレ・ロッソはソースを電子レンジで作るお手軽レシピ。玉ねぎをじっくり炒めて甘みを引き出したスープは格別です,,2016-11-08,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10632,1,10632,回鍋肉献立,回鍋肉はキャベツと豚肉を別々に炒めることでキャベツの歯ごたえが違います。優しい味のスープを添えて,,2016-11-09,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10633,1,10633,カレイの煮付け献立,カレイの煮付けはstillたれを使って簡単に味が決まります。副菜で野菜も摂れます,,2016-11-10,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10639,1,10639,ちくわの天とじ丼献立,天かすが味の決め手のちくわの天とじ丼です。全ての食材を卵が優しく包み込みます,,2016-11-11,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10640,1,10640,白身魚のグラタン献立,淡白な味の白身魚はホワイトソースとぴったり。サラダとマリネでしっかり野菜を摂ります,,2016-11-12,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10650,1,10650,ベーコンと野菜のポトフ献立,じっくり煮込んだポトフは体の芯から温まります。旬の椎茸のツナコーン焼きを添えて,,2016-11-13,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10651,1,10651,さつまいもと豚肉の煮物献立,さつまいもと豚肉の煮物は炒め煮にするのでこくがあります。煮物を作る間に卵とじを作ります,,2016-11-14,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10652,1,10652,鮭の混ぜ寿司献立,鮭と大葉で作る色鮮やかなお寿司です。お弁当にもなるお薦めレシピです,,2016-11-15,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10653,1,10653,鶏肉の黒酢炒め献立,鶏肉の黒酢炒めのパプリカは黄色やオレンジ色を使っても綺麗に仕上がります。優しい味のじゃがいも明太ソースを添えて,,2016-11-16,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10654,1,10654,豆腐ステーキ献立,豆腐にチーズとトマトソースを合わせたヘルシーなレシピです。しっかり豆腐の水切りをするのがポイントです,,2016-11-17,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10656,1,10656,みぞれ豚しゃぶ鍋献立,シャキシャキ水菜と豚肉の組合せが美味しいお鍋です。箸休めにわかめの和え物と長芋サラダをお付けします,,2016-11-18,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10657,1,10657,鶏ごぼうめし献立,鶏肉の旨味とごぼうの香り豊かな混ぜご飯です。和食の定番の里芋とイカの煮物もご一緒に,,2016-11-19,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10658,1,10658,おから入りふわふわチキンボール献立,チキンボールは二度揚げすることで中はふんわり、外側はカリカリの食感です。大豆製品を使った体に優しい献立です,,2016-11-20,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10661,1,10661,麻婆豆腐献立,麻婆豆腐は少し辛めの大人の味付けです。お酒が進む逸品です,,2016-11-21,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10662,1,10662,ブリの照り焼き献立,和食の定番4品の献立です。ふろふき大根は小さめに切ることと昆布茶を使うのがポイントです,,2016-11-22,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10663,1,10663,チキンカレー献立,人気のチキンカレーは味の深みが違います。りんごの焼き菓子を添えて,,2016-11-23,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10664,1,10664,鶏ささみの梅肉巻き献立,鶏ささみの梅肉巻きは電子レンジで仕上げます。予熱を上手に使って中まで加熱をします,,2016-11-24,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10665,1,430,鮭のから揚げサラダとじゃがバタ献立,パリッと揚げた鮭の唐揚げに甘酢ドレッシングと絡めてさっぱりと。ほくほくじゃがいもバター焼きと一緒に,"",2016-06-08,2,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00,,,,,,,
10666,1,11730,"カイワレと牛肉のささっと炒め献立
","タレに漬け込んだ牛肉を炒めるだけです。セロリの爽やかな香りとカイワレ大根の歯ざわりでお箸がすすみます
",,2016-11-25,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10667,1,11731,"豆乳鍋献立
","魚と野菜のバランスの良い熱々お鍋です。大豆製品とひじきで鉄分をしっかり摂れます
",,2016-11-26,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10668,1,11734,"鶏ささみのチーズロール献立
","あっさりとしたささみにチーズのこくを加えた揚げ物です。野菜がいっぱいの副菜もご一緒に
",,2016-11-27,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10669,1,11735,"ガパオ献立
","いつもの食材がナンプラーを使うことで一味違うメニューに変身します。魚介類たっぷりのスープを添えて
",,2016-11-28,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10670,1,11757,"ポテト＆ベーコンオムレツ献立
","電子レンジで作るじゃがいもとベーコンの煮物の上にふんわりオムレツを載せた逸品です。隠し味はマヨネーズです
",,2016-11-29,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10671,1,11749,"鯖のつけ焼き献立
","stillたれに漬け込んだ鯖はグリルで焼くだけです。炒め物はオイスターソースで味に深みが増します
",,2016-11-30,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10672,1,11942,"きのことイカのガーリック炒め献立
","にんにくの香りが食欲を誘うヘルシーなきのことイカの炒め物です。サッパリ味の切り干し大根のサラダを添えて
",,2016-12-01,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10673,1,11943,"ポークステーキ献立
","ポークステーキはすりおろした香味野菜とstillたれをあわせたソースで味が決まります。ひじきの煮物もご一緒に
",,2016-12-02,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10674,1,11944,"アスパラとベーコンのパスタ献立
","フライパン1つで仕上げるパスタです。パーティメニューにも使える彩りが綺麗なテリーヌを添えて
",,2016-12-03,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10675,1,11945,"ちゃんこ鍋献立
","野菜やお肉の旨味が美味しいちゃんこ鍋です。シメは何を入れて楽しみますか
",,2016-12-04,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10676,1,11946,"カレイのから揚げ献立
","サクッと揚がった熱々のカレイにポン酢をかけてたらお箸が止まりません。もずくスープは牛肉と胡麻油でコクが出ます
",,2016-12-05,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10679,1,11947,"親子丼献立
","親子丼は鶏肉にstillたれで下味をつけておくのがポイントです。青菜の煮物は電子レンジで簡単仕上げ
",,2016-12-06,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10680,1,11948,"えびとブロッコリーのマヨネーズ炒め献立
","マヨネーズソースが絶品の炒め物です。えびの代わりにホタテでもお手軽に出来ます
",,2016-12-07,2,1,2016-11-22 00:00:00,1,2016-11-22 00:00:00,,,,,,,
10711,1,13302,お餅グラタン献立,今日は鏡開きで、お餅を使ったグラタンを提案します。デザート付きです,"",2017-01-11,2,3,2016-12-21 14:33:14,3,2016-12-26 11:34:55,"",,,,,,
10682,1,11949,"豚肉の長芋梅巻き献立
","梅干しと大葉を巻いた豚ばら肉は蒸すことで更にさっぱりといただけます。優しい味のそぼろ煮を添えて
",,2016-12-08,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10683,1,11950,"湯豆腐なべ献立
","野菜やわかめの入った湯豆腐なべは芯から温まります。日本酒がすすみますね
",,2016-12-09,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10684,1,11951,"タラとポテトのクリームグラタン献立
","旬のタラを野菜と一緒にこんがり焼き上げるグラタンです。珍しいカレー風味のごぼうサラダもご一緒に
",,2016-12-10,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10685,1,11953,"スパイシー春巻き献立
","カレー味が人気のスパイシー春巻きです。三角形がかわいいのでお弁当にもお薦めです
",,2016-12-11,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10686,1,11954,"かますの塩焼き献立
","かますの上品な味を活かす定番の塩焼きです。副菜にはしっかり味のごぼうの田舎煮をご一緒に
",,2016-12-12,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10687,1,11955,"アマトリチャーナ献立
","アマトリチャーナのソースは電子レンジで手軽に出来ます。わさびがアクセントのまぐろとアボカドのサラダを添えて
",,2016-12-13,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10688,1,11956,"鮭のから揚げサラダ献立
","揚げ焼きした鮭をサラダにします。お鍋一つで出来るチリコンカンは簡単な手順で本格派です
",,2016-12-14,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10689,1,11957,"鶏の照り焼きごま風味献立
","stillたれに漬け込んだ鶏を照り焼きにします。焼いている最中にもたれを塗り最後は胡麻で香ばしさをプラスします
",,2016-12-15,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10690,1,11958,"麻婆大根献立
","大根と麻婆味が好相性な麻婆大根です。ふんわり卵のニラ玉とご一緒に
",,2016-12-16,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10691,1,11959,"ヘルシーメンチカツ献立
","メンチカツにはキャベツや椎茸を加えて食べ応え充分でヘルシー。ブロッコリーのごまだれを添えて
",,2016-12-17,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
10692,1,11973,"ブリのカレーソテー献立
","カレー味でお子様にも食べ易いブリのカレーソテーです。里芋のそぼろ煮は電子レンジで出来ます
",,2016-12-18,2,1,2016-12-06 00:00:00,1,2016-12-06 00:00:00,,,,,,,
