schedule_id,menu_id,history_no,cooking_date,recipe_id,directions_detail_id,sequence_no,directions_detail,cooking_order,start_of_cooking_time,end_of_cooking_time,indent_no,start_pararell_flag,created_id,created_at,updated_id,updated_at
127831,112,1,2,1795,21450,5,冷凍うどんをレンジで3分加熱し、冷水に取ってしめる,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127832,112,1,2,1797,19122,1,あげは食べやすい大きさに切る,2,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127833,112,1,2,1797,19123,2,玉ねぎは櫛切りにする,2,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127834,112,1,2,1797,19124,3,だしと玉ねぎを鍋に入れて中火にかける,2,3,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127835,112,1,2,1791,19036,2,鯖は3ｃｍ幅の削ぎ切りにして片栗粉を全体にまぶす,3,3.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127836,112,1,2,1795,21451,6,保存しておいた豚肉を、レンジで2分加熱する,1,4,5,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127837,112,1,2,1791,19037,3,鯖を180℃の揚げ油でからりと揚げる,3,4.1,9.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127838,112,1,2,1797,19125,4,沸騰したらあげを加え、ひと煮立したら白味噌を加える,2,6,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127839,112,1,2,1795,21452,7,Ａの調味料を水で4倍に薄めて、うどんと豚肉を盛り付けたところにかけ、お好みでオクラを刻んだものをのせて完成,1,6.1,6.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127840,112,1,2,1797,19126,5,お好みで三つ葉を散らして完成,2,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127841,112,1,2,1791,19038,4,鷹の爪は小口切りにする,3,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127842,112,1,2,1791,19039,5,鍋に★の調味料を加えてひと煮立ちさせてから、揚げた鯖を絡める,3,11,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127843,112,1,2,1791,19040,6,器に甘酢と絡めた鯖を盛り付け、お好みで焼いた白ねぎを添えれば完成,3,16,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127844,112,1,3,1793,21399,4,オーブン皿(フライパンでも可)にクッキングシートを広げ、保存しておいた鶏肉とじゃがいもをのせてオリーブオイルを絡めてからハーブとにんにくも皮ごと一緒に15分焼く,1,1,13,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127845,112,1,3,1796,19885,2,鍋にカットした野菜、水、コンソメ固形を入れて火にかけ沸騰してきたら、塩とこしょうで味を整える,2,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127846,112,1,3,1796,19886,3,人参と玉ねぎのスープを器に注ぎ、パセリを散らして完成(セロリを薄く切ったものを入れるとより美味しい),2,4,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
127847,112,1,3,1793,21400,5,焼きあがった鶏もも肉とミックスサラダ、コーン缶(粒)、じゃがいもをお皿に盛り付け、お好みでベビーリーフやいんげんを添えて完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129242,134,1,0,1903,21114,1,青梗菜は長さ5cmの細切りにしてから、容器に移して、保存,1,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129243,134,1,0,1908,21141,1,人参は皮を剥いて千切りにし、玉ねぎは皮を剥いてから薄切りにして、容器に移して、保存,2,4,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129244,134,1,0,1907,21401,1,じゃがいもは皮のままレンジで6分加熱し、4つに切り塩を振ってから、容器に移して、保存,3,7,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129245,134,1,0,1907,21402,2,鶏もも肉は黄色い部分を取り除き食べやすい大きさに切る,3,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129246,134,1,0,1907,21403,3,カットした鶏もも肉に塩とブラックペッパーを振り、ハーブと一緒に容器に入れて、保存,3,14,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129247,134,1,0,1904,21829,1,生姜は千切りにする,4,14.1,14.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129248,134,1,0,1904,21830,2,豚肉こま切れを熱湯で茹で、ざるに上げ水分を切る,4,15,17,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129249,134,1,0,1904,21831,3,★の調味料を混ぜあわせておく,4,18,18,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129250,134,1,0,1904,21832,4,鍋に茹でた豚肉と★の調味料、千切りにした生姜を加えて炒り煮し、粗熱が取れたら容器に移して、保存,4,19,20,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129251,134,1,0,1902,21107,1,豚肉こま切れを細かく刻み小鍋に入れて、★の調味料と豆板醤を加えてから箸で混ぜ合わせ火にかけて炒り煮し、粗熱が取れたら容器に移して、保存,5,21,25,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129252,134,1,0,1905,21125,1,鯖切り身は酒としょう油を振って容器に移して、保存,6,26,27,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129253,134,1,1,1903,21115,2,鍋に水と保存しておいた青梗菜を入れ火にかけて、沸騰してきたら鶏がらスープの素、塩とこしょうを加えて味を整える,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129254,134,1,1,1902,21108,2,大根と人参は、千切りにしてそれぞれタッパーに入れて塩を振って、しんなりさせておく,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129255,134,1,1,1902,21110,4,しんなりした大根と人参は、水分を絞りボウルに入れ、胡麻油を少々加えて塩で味を整えナムルにする,2,3,3,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129256,134,1,1,1903,21116,3,再び沸騰してきたら溶き卵を上の方から流し入れる,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129257,134,1,1,1903,21117,4,卵がふんわりとしたら火を止めて器に注いで完成,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129258,134,1,1,1902,21109,3,青梗菜は、茹でて冷水に取り冷ましてから、食べやすく切る,2,7,8,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
152040,3,1,3,226,13161,4,グリーンリーフはちぎる,1,1.2,2.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129259,134,1,1,1902,21111,5,食べやすく切った青梗菜もボウルに入れ、胡麻油を少々加えて塩で味を整えてナムルにする,2,9,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129260,134,1,1,1902,21112,6,保存しておいた豚肉をレンジで約2分加熱する,2,10,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129261,134,1,1,1902,21113,7,器にごはんを盛り付け、ナムルと炒り煮した豚肉をのせて中央に卵黄を落として、コチュジャンを添えて完成(お好みでキムチも添えるとより美味しい),2,12,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129262,134,1,2,1904,21833,5,冷凍うどんをレンジで3分加熱し、冷水に取ってしめる,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129263,134,1,2,1906,21131,1,あげは食べやすい大きさに切る,2,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129264,134,1,2,1906,21132,2,玉ねぎは櫛切りにする,2,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129265,134,1,2,1906,21133,3,だしと玉ねぎを鍋に入れて中火にかける,2,3,5,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129266,134,1,2,1905,21126,2,鯖は3ｃｍ幅の削ぎ切りにして片栗粉を全体にまぶす,3,3.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129267,134,1,2,1904,21834,6,保存しておいた豚肉を、レンジで2分加熱する,1,4,5,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129268,134,1,2,1905,21127,3,鯖を180℃の揚げ油でからりと揚げる,3,4.1,9.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129269,134,1,2,1906,21134,4,沸騰したらあげを加え、ひと煮立したら白味噌を加える,2,6,6,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129270,134,1,2,1904,21835,7,Ａの調味料を水で4倍に薄めて、うどんと豚肉を盛り付けたところにかけ、お好みでオクラを刻んだものをのせて完成,1,6.1,6.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129271,134,1,2,1906,21135,5,お好みで三つ葉を散らして完成,2,7,7,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129272,134,1,2,1905,21128,4,鷹の爪は小口切りにする,3,10,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129273,134,1,2,1905,21129,5,鍋に★の調味料を加えてひと煮立ちさせてから、揚げた鯖を絡める,3,11,15,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129274,134,1,2,1905,21130,6,器に甘酢と絡めた鯖を盛り付け、お好みで焼いた白ねぎを添えれば完成,3,16,16,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129275,134,1,3,1907,21404,4,オーブン皿(フライパンでも可)にクッキングシートを広げ、保存しておいた鶏肉とじゃがいもをのせてオリーブオイルを絡めてからハーブとにんにくも皮ごと一緒に15分焼く,1,1,13,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129276,134,1,3,1908,21142,2,鍋にカットした野菜、水、コンソメ固形を入れて火にかけ沸騰してきたら、塩とこしょうで味を整える,2,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129277,134,1,3,1908,21143,3,人参と玉ねぎのスープを器に注ぎ、パセリを散らして完成(セロリを薄く切ったものを入れるとより美味しい),2,4,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
129278,134,1,3,1907,21405,5,焼きあがった鶏もも肉とミックスサラダ、コーン缶(粒)、じゃがいもをお皿に盛り付け、お好みでベビーリーフやいんげんを添えて完成,1,14,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138216,158,1,0,1810,20536,1,いんげんは熱湯に塩を加えてさっと茹でる,4,1,4,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138217,158,1,0,291,16116,1,ごぼうは皮をこすり落とし1cm程の長さに切り、さっと酢水(水ボウル一杯+酢数滴〔分量外〕)にさらし、ざるに上げる,1,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138218,158,1,0,291,16117,2,ごぼうは水から2分茹でる,1,4,8,1,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138219,158,1,0,291,16118,3,豚肩ロース(ブロック)は、一口大に切る,1,4.1,5.1,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138220,158,1,0,1935,22653,1,ズッキーニは縦半分に切ってから、縦半分に切った片方(切り口部分)に、ピーラーを縦に入れて薄くスライス(ハンバーグ巻きつけ用)して置いておく,2,6,7,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138221,158,1,0,1935,22654,2,玉ねぎと人参は皮を剥いてからみじん切りに、縦半分に切った残りのズッキーニもみじん切りにして、レンジで5分加熱する,2,8,12,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138222,158,1,0,253,21196,1,ほうれん草は洗って3cmの長さに切り、人参は千切り、もやしは洗う,3,8.1,11.1,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138223,158,1,0,291,16119,4,鍋にサラダ油(分量外)を加え豚肉に焼き色をつけ、茹で大豆缶、ごぼう、★の調味料を加え豚肉が柔らかくなるまで弱火で20分程煮る,1,9,28,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138224,158,1,0,1935,22655,3,ボウルで、合挽きミンチ、塩、ナツメグ、こしょうを加えてよく練り、溶き卵、加熱した野菜、牛乳に浸けたパン粉で水分を切ったものを加えて、更に練り混ぜてハンバーグダネを作る,2,13,14,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138225,158,1,0,1935,22656,4,ハンバーグダネを8等分程にしてから、各々をキャッチボールの要領で空気を抜いて丸め、その周りに薄くスライスしたズッキーニを巻きつける,2,15,16,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138226,158,1,0,1935,22657,5,フライパンを中火で温めて、サラダ油をひいてからズッキーニを巻いたハンバーグをのせて2分焼く,2,17,18,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138227,158,1,0,1810,20537,2,茹でたいんげんは冷水に取り先端を落として斜め切りにする,4,17.1,18.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138228,158,1,0,1935,22658,6,まわりの色が変わったらひっくり返して火を弱め、蓋をした後、5分程焼いてから火を止め、粗熱が取れたら容器に移して、保存,2,19,23,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138229,158,1,0,1810,20538,3,人参は千切りにする,4,19.1,19.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138230,158,1,0,1810,20539,4,千切りにした人参は耐熱容器に入れレンジで1分加熱する,4,20,20,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138231,158,1,0,253,21197,2,鍋に人参、もやし、ほうれん草の順番で加えて茹で、その後、水分をしっかり切ってから容器に移して、保存,3,24,29,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138232,158,1,0,1810,20540,5,いんげんと人参をstillたれで和えて容器に移して、保存,4,26,26,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138233,158,1,0,291,16120,5,豚肉が柔らかくなったら粗熱を取って保存,1,29,29,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138234,158,1,0,173,21968,1,人参は皮を剥いて千切りにする,5,31,32,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138235,158,1,0,173,21969,2,もやしは洗ってから水分を切り、ほうれん草は洗った後、長さ3cmに切って水分を切る,5,33,35,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138236,158,1,0,173,21970,3,ちくわは半分に切ってから細切りにして、人参とほうれん草、もやしと一緒に容器に入れて、保存,5,36,37,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138237,158,1,0,59,12315,1,豚ばら肉薄切りは、1cm幅に切り、保存,6,38,39,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138238,158,1,0,59,12316,2,キャベツは食べやすい大きさのざく切りにして保存,6,40,41,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138239,158,1,0,21,12772,1,★の鶏むねミンチと日本酒をよく混ぜ、小鍋で炒り煮し、そぼろにする,7,42,46,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138240,158,1,0,21,12773,2,赤味噌、日本酒、砂糖、みりんをよく混ぜ火にかけてとろみがついたら火を止め、味噌たれを作る,7,47,49,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138241,158,1,0,21,12774,3,そぼろと味噌たれを混ぜ、もう一度火にかけ沸々してきたら生姜汁を加えて火を止め、粗熱が取れたら保存,7,50,52,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138242,158,1,0,38,19822,1,かつお(刺身用)はペーパータオルで水分を取る,8,50.1,50.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138243,158,1,0,38,19823,2,★の生姜とにんにくはすりおろし、それ以外の★の調味料と一緒に容器に入れて混ぜ合わせマリネ液を作る,8,51,53,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138244,158,1,0,38,19824,3,かつおは食べやすい大きさに切り、かつおをマリネ液の入った容器に移して、保存,8,54,55,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138245,158,1,1,1935,22659,7,ズッキーニのハンバーグをレンジで加熱し、お皿に盛りつける,1,1,2,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138246,158,1,1,123,13380,1,ボウルに卵を入れてほぐし、★の調味料を加えて混ぜる,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138247,158,1,1,1935,22660,8,小さめのフライパンに、★の調味料を入れて火にかけてハンバーグソースを作り、お皿に盛り付けたズッキーニのハンバーグにかけて、お好みで焼いたとうもろこしやズッキーニを添えて完成,1,3,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138248,158,1,1,123,13381,2,温めたフライパンにサラダ油をひき、卵液1/2量を流し入れ少し固まってきたら大きく混ぜ、コーン缶(粒)を散らす,2,5,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138249,158,1,1,123,13382,3,卵を奥から手前にくるくると巻き、巻き終わった卵焼きを奥に戻し、フライパンに残りの1/2量を流し入れ同様に巻いていく,2,7,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138250,158,1,1,123,13383,4,まきすで巻いて粗熱を取り、4等分に切って、器に盛り付け完成,2,10,11,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138251,158,1,2,175,21870,1,ほうれん草は茹でてから長さ3cmに切る,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138252,158,1,2,253,21198,3,卵とマヨネーズを混ぜる,2,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138253,158,1,2,175,21871,2,ほうれん草の水気をペーパータオルで取って、塩、こしょうと胡麻油で和える,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138254,158,1,2,175,21872,3,ほうれん草のナムルを器に盛り付けて、胡麻を散らせば完成,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138255,158,1,2,253,21199,4,フライパンを強火で温めてからサラダ油を加え、最初に人参を炒めてほうれん草、もやしと順に加え、塩とこしょうを振った後、一旦、皿に取り出しておく,2,7,9,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138256,158,1,2,253,21200,5,フライパンをきれいにしてから胡麻油を加え、溶き卵を流し入れて大きく混ぜる,2,10,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138257,158,1,2,253,21201,6,野菜を戻し入れ卵と絡めたら、お皿に盛り付け完成,2,13,14,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138258,158,1,3,321,12443,1,だし、薄口しょう油、みりんを火にかけ、汁を作る,1,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138259,158,1,3,321,12444,2,熱湯で冷凍うどんをよくほぐし、豚ロース薄切りを茹でる,1,1.1,3.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138260,158,1,3,321,12445,3,大根を大根おろしにし、かぼすは4等分にする,1,1.2,1.2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138261,158,1,3,1810,20541,6,胡麻はすりつぶし、器に盛り付けたいんげんと人参の上から振りかけて完成,2,2,2,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138262,158,1,3,321,12446,4,器に汁を注ぎ、うどん、豚しゃぶ、大根おろし、かぼすをのせて完成,1,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138263,158,1,4,38,19825,4,フリフリレタスは手でちぎり、カイワレ大根は根元を落とす,1,1,3,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138264,158,1,4,38,19826,5,大根は厚さ3mmのいちょう切りにしてから冷水に放ってパリッとさせる,1,4,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138265,158,1,4,38,19827,6,材料の野菜とカツオをマリネ液ごとボウルに入れて混ぜ合わせてから、お皿に盛り付けて完成,1,6,6,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138488,159,1,0,145,12816,6,グラタン用容器に鶏ももミンチを敷き、その上にかぼちゃをのせ、ホワイトソースをかけてチーズをのせ、保存,2,51,53,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138266,158,1,4,173,21971,4,フライパンに胡麻油を入れて温まったら、ほうれん草、人参、もやし、ちくわを炒めて塩とこしょうを振り、鶏がらスープの素、オイスターソースで味付けをして完成,2,7,10,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138267,158,1,5,21,12775,4,いんげんは塩を加えて茹でる,2,1,3,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138268,158,1,5,59,12317,3,スライスベーコンは1口大に切る,1,1.1,1.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138269,158,1,5,59,12318,4,深めの耐熱容器に塩、こしょうした豚肉、キャベツ、ベーコンを入れ、★の調味料を加え、レンジで10分加熱する,1,2,11,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138270,158,1,5,21,12776,5,茹でたいんげんは冷水にとり3cmの長さに切る,2,4,4,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138271,158,1,5,21,12777,6,器にいんげんを盛り付けて肉味噌をかければ完成,2,5,5,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138272,158,1,5,59,12319,5,加熱後、バターを加えてよく混ぜ、塩、こしょうで味を調える,1,12,12,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138273,158,1,5,59,12320,6,器に煮汁ごと盛り付け、お好みでマスタードを添えて完成,1,13,13,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138457,159,1,0,1712,13051,2,人参、いんげんは1cm角に、玉ねぎはみじん切りにする,1,1,4,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138458,159,1,0,1712,13050,1,米は洗う,1,1.1,2.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138459,159,1,0,1820,20584,1,生姜はみじん切りにする,3,3,4,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138460,159,1,0,1712,13052,3,耐熱容器に米、水、砕いたコンソメ固形、人参、玉ねぎ、カレー粉を加えて一混ぜし、蓋をしてレンジに12分かける,1,5,17,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138461,159,1,0,1820,20585,2,鶏ももミンチにしょう油、stillたれ、生姜を混ぜる,3,5.1,6.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138462,159,1,0,1820,20586,3,じゃがいもは洗って皮を剝き、一口大に切る,3,7,9,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138463,159,1,0,1820,20587,4,鍋に鶏ミンチを加え火にかけ、混ぜながらそぼろにする,3,10,12,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138464,159,1,0,1820,20588,5,一旦、鍋からそぼろを取り出し、だしとじゃがいもを加え火にかけ、蓋をして6分～8分煮る,3,13,22,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138465,159,1,0,236,16598,1,厚揚げとエリンギは食べやすい大きさに切る,4,13.1,14.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138466,159,1,0,236,16599,2,いんげんはへたを落として水で洗う,4,15,15,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138467,159,1,0,59,12315,1,豚ばら肉薄切りは、1cm幅に切り、保存,5,16,17,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138468,159,1,0,1712,13053,4,一度混ぜてからバターといんげんを加えもう一度ふたをしてレンジに7分かける,1,18,25,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138469,159,1,0,59,12316,2,キャベツは食べやすい大きさのざく切りにして保存,5,18.1,19.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138470,159,1,0,1820,20589,6,八分通り火が通ったらそぼろを戻し入れ、柔らかくなれば完成。疎熱を取って、保存,3,23,27,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138471,159,1,0,1712,13054,5,加熱したカレーピラフはそのまま5分蒸らして、粗熱がとれたら保存,1,26,30,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138472,159,1,0,145,12811,1,玉ねぎは薄切りにし耐熱容器に入れレンジで2分加熱する,2,26.1,29.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138473,159,1,0,145,12812,2,かぼちゃは1cm厚さに切りレンジで柔らかくなるまで加熱する（4分～5分）,2,30,37,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138474,159,1,0,252,15192,1,人参は、皮を剝き縦に半分に切ってから斜めの薄切りにする,6,31,31,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138475,159,1,0,252,15193,2,セロリときゅうりは、縦に半分に切り、斜めの薄切りする,6,32,33,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138476,159,1,0,252,15194,3,生姜は千切りにする,6,34,34,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138477,159,1,0,252,15195,4,カットした野菜を全て密閉容器に入れて、しょう油、生姜を加えてから、保存,6,35,35,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138478,159,1,0,236,16600,3,洗ったいんげんはレンジで1分加熱する,4,38,38,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138479,159,1,0,145,12813,3,フライパンにサラダ油を加え鶏ももミンチを炒め、玉ねぎを加える,2,38.1,40.1,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138480,159,1,0,145,12814,4,フライパンに、コンソメ顆粒、カレー粉、塩、こしょうを加えて味を付ける,2,41,42,0,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138481,159,1,0,145,12815,5,耐熱容器に薄力粉と牛乳を入れてよく混ぜ、レンジに1分かけ、バターを加えて再びとろみがつくまで加熱し、塩、こしょうで味を整えてホワイトソースを作る,2,43,50,0,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138482,159,1,0,236,16601,4,加熱したいんげんを冷水につけ水分を取ったら、半分に切る,4,43.1,43.1,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138483,159,1,0,236,16602,5,フライパンで厚揚げを片面1分ずつ素焼きする,4,44,47,1,1,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138484,159,1,0,281,16316,1,水菜は洗って1cmに切って、保存,7,44.1,45.1,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138485,159,1,0,21,12772,1,★の鶏むねミンチと日本酒をよく混ぜ、小鍋で炒り煮し、そぼろにする,8,46,50,2,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138486,159,1,0,236,16603,6,フライパンから厚揚げを取り出し、エリンギを1分素焼きする,4,48,48,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
138487,159,1,0,236,16604,7,フライパンに厚揚げを戻し入れ、水、stillたれを加えて5分火にかける,4,49,53,1,0,1,2014-04-10 00:00:00,1,2016-11-11 00:00:00
