,prediction,label,filename,categorynames,prob_0,prob_1,prob_2,prob_3
148,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/tomato/16.png,tomato,0,7.75595272e-25,0,1
149,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/tomato/787.png,tomato,0,5.67636087e-20,1.84371543e-36,1]]
150,0,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/558.png,potato,0.999841452,5.50580556e-18,0.000158495735,1.4286399e-35
151,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/tomato/713.png,tomato,0,2.1558858e-34,0,1]]
152,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/tomato/280.png,tomato,0,8.90844726e-38,0,1
153,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/broccoli/352.png,broccoli,1,1.25686e-19,1.46806543e-15,2.18352714e-29]]
154,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/tomato/318.png,tomato,1.23298472e-31,1.49332613e-09,9.87692064e-27,1
155,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/broccoli/20.png,broccoli,1,4.07061913e-19,5.08396e-16,9.42986819e-28]]
156,0,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/285.png,potato,0.997246146,0.000225083757,0.00252882834,1.29167456e-12
157,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/broccoli/24.png,broccoli,1,1.88817726e-16,1.16770504e-12,1.23947268e-25]]
158,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/broccoli/366.png,broccoli,1,7.19045e-18,1.14971449e-10,1.07063426e-25
159,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/334.png,potato,6.468309e-09,6.21792642e-05,0.999937773,1.15078754e-11]]
160,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/276.png,potato,1.22634265e-06,2.35172506e-11,0.999998808,9.29688763e-19
161,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/150.png,potato,2.64815652e-11,8.14072334e-13,1,4.43627706e-21]]
162,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/276.png,potato,1.22634265e-06,2.35172506e-11,0.999998808,9.29688763e-19
163,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180802_4class/potato/150.png,potato,2.64815652e-11,8.14072334e-13,1,4.43627706e-21]]
